SUPPLIER-F;RUT-F;CONTRACT;INVOICE-F;DOCUMENT TYPE;RELATION;CLAUSE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;346;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;350;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;351;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;352;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;354;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;355;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;356;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;358;;;#N/D;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;359;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;360;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;361;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;362;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;366;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;367;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;373;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;374;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;378;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;379;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;381;;;9.6;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;382;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;385;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;386;;;9.5ii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;387;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;388;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;389;;;9.5iii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;390;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;392;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;393;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;394;;;9.5ii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;396;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;397;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;398;;;9.5ii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;400;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;401;;;9.5ii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;402;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;403;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;404;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;405;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;406;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;407;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;408;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;409;;;9.5ii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;411;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;415;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;416;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;417;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;418;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;420;;;9.5ii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;421;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;422;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;423;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;424;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;425;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;426;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;427;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;428;;;9.5ii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;429;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;430;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;431;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;433;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;434;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;435;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;436;;;9.5ii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;437;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;438;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;439;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;440;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;441;;;9.5ii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;442;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;443;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;444;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;446;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;447;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;448;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;449;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;450;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;451;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;452;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;453;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;454;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;455;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;456;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;457;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;458;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;459;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;460;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;461;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;462;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;464;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;465;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;466;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;467;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;468;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;470;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;471;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;473;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;474;;;9.5iii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;475;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;476;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;478;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;479;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;480;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;481;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;482;;;9.5iii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;485;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;486;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;487;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;488;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;489;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;490;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;494;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;495;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;496;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;497;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;498;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;499;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;500;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;501;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;502;;;#N/D;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;503;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;504;;;9.5iii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;505;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;506;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;507;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;510;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;511;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;513;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;514;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;515;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;516;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;517;;;#N/D;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;518;;;#N/D;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;519;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;520;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;521;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;522;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;523;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;524;;;#N/D;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;525;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;526;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;527;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;528;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;529;;;9.4;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;530;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;531;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;532;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;534;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;543;;;9.5iii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;544;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;545;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;546;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;547;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;549;;;9.6;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;508;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;201;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;85;;;9.5iii;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;550;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;551;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;552;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;553;;;9.4;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;554;;;9.5iii;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;555;;;9.6;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;561;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;562;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;563;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;567;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;568;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;BOF-ALDE-2022-001;569;;;BACK OFFICE;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;558;;;;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;564;;;;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;565;;;;;
ALDESA CHILE SPA;77057233;OPE-ALDE-2021-001;566;;;;;
CIPRES SPA;76483671;ECO-CIPR-2024-001;5;;;;;
CIPRES SPA;76483671;ECO-CIPR-2024-001;8;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;14985;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;14986;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;14987;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;14988;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;15313;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;15314;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;15921;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;15922;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;15923;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16053;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16054;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16335;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16336;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16370;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16490;;;;;
CONSORCIO NACIONAL DE DISTRIBUCION Y LOGISTICA S.A.;96950080;BOF-CHIL-2023-001;16689;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;70672;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;70673;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;70674;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;71330;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;71825;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;74084;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;74085;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;74810;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;74811;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;76292;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;76294;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;76295;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;76296;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;77007;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;77008;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;77009;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;77010;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78668;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78669;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78670;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78671;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78672;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78674;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78858;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;78859;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;79406;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;79407;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;80026;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;80028;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;80605;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;80606;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;80909;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;80910;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;81812;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;81814;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;82519;;;;;
DBNET INGENIERÍA DE SOFTWARE S.A;78079790;BOF-DBNE-2022-001;82520;;;;;
DIVIISON MARKETING DIRECTO LIMITADA;76157827;BOF-MKTD-2023-001;5161;;;;;
DIVIISON MARKETING DIRECTO LIMITADA;76157827;BOF-MKTD-2023-001;5209;;;;;
DIVIISON MARKETING DIRECTO LIMITADA;76157827;BOF-MKTD-2023-001;5454;;;;;
DIVIISON MARKETING DIRECTO LIMITADA;76157827;BOF-MKTD-2023-001;5480;;;;;
DIVIISON MARKETING DIRECTO LIMITADA;76157827;BOF-MKTD-2023-001;5662;;;;;
DIVIISON MARKETING DIRECTO LIMITADA;76157827;BOF-MKTD-2023-001;5765;;;;;
EMPRESA DE CORREOS DE CHILE;60503000;BOF-CORR-2024-001;2820983;;;;;
FIDELIZADOR SPA;76005174;BOF-FIDE-2023-001;17662;;;;;
FIDELIZADOR SPA;76005174;BOF-FIDE-2023-001;17788;;;;;
FIDELIZADOR SPA;76005174;BOF-FIDE-2023-001;18023;;;;;
FIDELIZADOR SPA;76005174;BOF-FIDE-2023-001;18200;;;;;
FIDELIZADOR SPA;76005174;BOF-FIDE-2023-001;18396;;;;;
FIDELIZADOR SPA;76005174;BOF-FIDE-2023-001;18631;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;2794;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;2872;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;2936;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3012;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3081;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3136;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3194;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3260;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3324;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3418;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3479;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3525;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3608;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3673;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3846;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3847;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3952;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3953;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;3956;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;4066;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;4135;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;4136;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;4207;;;;;
IDEA UNO SPA;76709530;BOF-IDEA-2022-001;4254;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8070;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8071;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8077;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8078;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8179;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8180;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8292;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8293;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8388;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8389;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8487;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8488;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8577;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8578;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8683;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8684;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8792;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8793;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8794;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8906;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8907;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8908;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;8940;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9013;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9014;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9015;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9104;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9105;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9106;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9107;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9217;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9218;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9219;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9231;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9232;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9242;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9294;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9295;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9296;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9297;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9380;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9381;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9382;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9383;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9540;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9541;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9542;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9543;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9652;;;;;
